emp_no,salary,from_date,to_date
10070,63174,13-10-1988,13-10-1989
10070,63950,13-10-1989,13-10-1990
10070,64776,13-10-1990,13-10-1991
10070,67223,13-10-1991,12-10-1992
10070,70301,12-10-1992,12-10-1993
10070,74286,12-10-1993,12-10-1994
10070,77938,12-10-1994,12-10-1995
10070,82124,12-10-1995,11-10-1996
10070,83639,11-10-1996,11-10-1997
10070,87499,11-10-1997,11-10-1998
10070,87086,11-10-1998,11-10-1999
10070,90690,11-10-1999,10-10-2000
10070,94654,10-10-2000,10-10-2001
10070,96322,10-10-2001,01-01-9999
10071,40000,05-08-1995,04-08-1996
10071,40087,04-08-1996,04-08-1997
10071,41656,04-08-1997,04-08-1998
10071,42768,04-08-1998,04-08-1999
10071,46295,04-08-1999,03-08-2000
10071,49837,03-08-2000,03-08-2001
10071,53315,03-08-2001,01-01-9999
10072,40000,21-05-1989,21-05-1990
10072,39567,21-05-1990,21-05-1991
10072,39724,21-05-1991,20-05-1992
10072,40803,20-05-1992,20-05-1993
10072,44781,20-05-1993,20-05-1994
10072,49265,20-05-1994,20-05-1995
10072,53559,20-05-1995,19-05-1996
10072,56103,19-05-1996,19-05-1997
10072,58578,19-05-1997,19-05-1998
10072,60600,19-05-1998,19-05-1999
10072,62174,19-05-1999,18-05-2000
10072,63157,18-05-2000,18-05-2001
10072,64726,18-05-2001,18-05-2002
10072,64512,18-05-2002,01-01-9999
10073,56473,02-02-1998,22-02-1998
10074,61714,13-08-1990,13-08-1991
10074,64739,13-08-1991,12-08-1992
10074,64655,12-08-1992,12-08-1993
10074,67516,12-08-1993,12-08-1994
10074,70019,12-08-1994,12-08-1995
10074,70984,12-08-1995,11-08-1996
10074,72145,11-08-1996,11-08-1997
10074,73009,11-08-1997,11-08-1998
10074,77489,11-08-1998,11-08-1999
10074,77625,11-08-1999,10-08-2000
10074,79934,10-08-2000,10-08-2001
10074,80820,10-08-2001,01-01-9999
10075,43815,17-05-1988,17-05-1989
10075,43590,17-05-1989,17-05-1990
10075,46087,17-05-1990,17-05-1991
10075,47765,17-05-1991,16-05-1992
10075,48606,16-05-1992,16-05-1993
10075,49208,16-05-1993,16-05-1994
10075,51099,16-05-1994,16-05-1995
10075,51323,16-05-1995,15-05-1996
10075,51238,15-05-1996,15-05-1997
10075,55463,15-05-1997,15-05-1998
10075,59623,15-05-1998,15-05-1999
10075,63624,15-05-1999,14-05-2000
10075,67492,14-05-2000,15-01-2001
10076,47319,15-07-1996,15-07-1997
10076,50802,15-07-1997,15-07-1998
10076,54783,15-07-1998,15-07-1999
10076,57418,15-07-1999,14-07-2000
10076,59999,14-07-2000,14-07-2001
10076,61118,14-07-2001,14-07-2002
10076,62921,14-07-2002,01-01-9999
10077,40000,23-12-1994,23-12-1995
10077,43745,23-12-1995,22-12-1996
10077,43864,22-12-1996,22-12-1997
10077,47173,22-12-1997,22-12-1998
10077,49955,22-12-1998,22-12-1999
10077,50403,22-12-1999,21-12-2000
10077,51581,21-12-2000,21-12-2001
10077,54699,21-12-2001,01-01-9999
10078,47280,29-09-1994,29-09-1995
10078,46833,29-09-1995,28-09-1996
10078,50652,28-09-1996,28-09-1997
10078,50977,28-09-1997,28-09-1998
10078,51132,28-09-1998,28-09-1999
10078,53130,28-09-1999,27-09-2000
10078,52860,27-09-2000,27-09-2001
10078,54652,27-09-2001,01-01-9999
10079,53492,13-12-1995,12-12-1996
10079,56811,12-12-1996,12-12-1997
10079,56717,12-12-1997,12-12-1998
10079,56256,12-12-1998,12-12-1999
10079,59225,12-12-1999,11-12-2000
10079,63641,11-12-2000,11-12-2001
10079,67231,11-12-2001,01-01-9999
10080,54916,28-09-1994,28-09-1995
10080,56838,28-09-1995,27-09-1996
10080,60742,27-09-1996,27-09-1997
10080,62087,27-09-1997,27-09-1998
10080,65129,27-09-1998,27-09-1999
10080,68691,27-09-1999,26-09-2000
10080,71986,26-09-2000,26-09-2001
10080,72729,26-09-2001,01-01-9999
10081,55786,30-10-1986,30-10-1987
10081,58975,30-10-1987,29-10-1988
10081,58475,29-10-1988,29-10-1989
10081,61935,29-10-1989,29-10-1990
10081,63172,29-10-1990,29-10-1991
10081,64355,29-10-1991,28-10-1992
10081,64054,28-10-1992,28-10-1993
10081,66796,28-10-1993,28-10-1994
10081,66704,28-10-1994,28-10-1995
10081,68102,28-10-1995,27-10-1996
10081,69882,27-10-1996,27-10-1997
10081,73516,27-10-1997,27-10-1998
10081,74714,27-10-1998,27-10-1999
10081,74734,27-10-1999,26-10-2000
10081,75683,26-10-2000,26-10-2001
10081,79351,26-10-2001,01-01-9999
10082,48935,03-01-1990,15-01-1990
10083,40000,31-03-1987,30-03-1988
10083,44226,30-03-1988,30-03-1989
10083,47900,30-03-1989,30-03-1990
10083,49732,30-03-1990,30-03-1991
10083,53520,30-03-1991,29-03-1992
10083,54944,29-03-1992,29-03-1993
10083,55469,29-03-1993,29-03-1994
10083,58814,29-03-1994,29-03-1995
10083,59286,29-03-1995,28-03-1996
10083,62727,28-03-1996,28-03-1997
10083,65435,28-03-1997,28-03-1998
10083,67142,28-03-1998,28-03-1999
10083,70495,28-03-1999,27-03-2000
10083,73060,27-03-2000,27-03-2001
10083,73756,27-03-2001,27-03-2002
10083,77186,27-03-2002,01-01-9999
10084,69811,15-12-1995,14-12-1996
10084,74293,14-12-1996,14-12-1997
10084,78493,14-12-1997,14-12-1998
10084,81977,14-12-1998,14-12-1999
10084,86412,14-12-1999,13-12-2000
10084,90039,13-12-2000,13-12-2001
10084,93621,13-12-2001,01-01-9999
10085,40000,09-04-1994,09-04-1995
10085,43030,09-04-1995,08-04-1996
10085,46477,08-04-1996,08-04-1997
10085,47707,08-04-1997,08-04-1998
10085,50245,08-04-1998,08-04-1999
10085,52683,08-04-1999,07-04-2000
10085,55176,07-04-2000,07-04-2001
10085,56905,07-04-2001,06-04-2002
10085,60910,06-04-2002,01-01-9999
10086,81613,19-02-1992,18-02-1993
10086,81404,18-02-1993,18-02-1994
10086,80991,18-02-1994,18-02-1995
10086,80941,18-02-1995,18-02-1996
10086,80934,18-02-1996,17-02-1997
10086,84324,17-02-1997,17-02-1998
10086,88049,17-02-1998,17-02-1999
10086,90241,17-02-1999,17-02-2000
10086,92125,17-02-2000,16-02-2001
10086,96471,16-02-2001,16-02-2002
10086,96333,16-02-2002,01-01-9999
10087,96750,08-05-1997,08-05-1998
10087,98200,08-05-1998,08-05-1999
10087,98460,08-05-1999,07-05-2000
10087,102651,07-05-2000,09-01-2001
10088,65957,02-09-1988,02-09-1989
10088,67837,02-09-1989,02-09-1990
10088,70774,02-09-1990,02-09-1991
10088,70709,02-09-1991,01-09-1992
10088,73858,01-09-1992,01-09-1993
10088,78302,01-09-1993,01-09-1994
10088,79993,01-09-1994,01-09-1995
10088,79519,01-09-1995,31-08-1996
10088,83755,31-08-1996,31-08-1997
10088,84024,31-08-1997,31-08-1998
10088,87639,31-08-1998,31-08-1999
10088,91296,31-08-1999,30-08-2000
10088,95451,30-08-2000,30-08-2001
10088,98003,30-08-2001,01-01-9999
10089,56469,10-01-1989,10-01-1990
10089,56165,10-01-1990,10-01-1991
10089,56040,10-01-1991,10-01-1992
10089,60332,10-01-1992,09-01-1993
10089,63549,09-01-1993,09-01-1994
10089,64105,09-01-1994,09-01-1995
10089,65543,09-01-1995,09-01-1996
10089,69267,09-01-1996,08-01-1997
10089,70480,08-01-1997,08-01-1998
10089,70147,08-01-1998,08-01-1999
10089,71560,08-01-1999,08-01-2000
10089,72862,08-01-2000,07-01-2001
10089,74138,07-01-2001,07-01-2002
10089,77955,07-01-2002,01-01-9999
10090,44978,14-03-1986,14-03-1987
10090,47905,14-03-1987,13-03-1988
10090,48211,13-03-1988,13-03-1989
10090,50694,13-03-1989,13-03-1990
10090,54084,13-03-1990,13-03-1991
10090,54095,13-03-1991,12-03-1992
10090,56190,12-03-1992,12-03-1993
10090,58604,12-03-1993,12-03-1994
10090,61661,12-03-1994,12-03-1995
10090,64839,12-03-1995,11-03-1996
10090,69311,11-03-1996,11-03-1997
10090,71274,11-03-1997,11-03-1998
10090,71605,11-03-1998,11-03-1999
10090,75401,11-03-1999,07-05-1999
10091,40000,18-11-1992,18-11-1993
10091,41181,18-11-1993,18-11-1994
10091,43812,18-11-1994,18-11-1995
10091,44046,18-11-1995,17-11-1996
10091,45385,17-11-1996,17-11-1997
10091,46467,17-11-1997,17-11-1998
10091,49155,17-11-1998,17-11-1999
10091,53157,17-11-1999,16-11-2000
10091,55958,16-11-2000,16-11-2001
10091,60014,16-11-2001,01-01-9999
10092,53977,22-04-1996,22-04-1997
10092,54672,22-04-1997,22-04-1998
10092,58042,22-04-1998,22-04-1999
10092,61969,22-04-1999,21-04-2000
10092,62607,21-04-2000,21-04-2001
10092,62323,21-04-2001,21-04-2002
10092,66803,21-04-2002,01-01-9999
10093,67856,08-06-1997,08-06-1998
10093,70269,08-06-1998,08-06-1999
10093,73951,08-06-1999,07-06-2000
10093,76944,07-06-2000,07-06-2001
10093,78796,07-06-2001,07-06-2002
10093,82715,07-06-2002,01-01-9999
10094,58001,18-04-1987,17-04-1988
10094,61131,17-04-1988,17-04-1989
10094,63147,17-04-1989,17-04-1990
10094,66339,17-04-1990,17-04-1991
10094,68848,17-04-1991,16-04-1992
10094,72932,16-04-1992,16-04-1993
10094,73585,16-04-1993,16-04-1994
10094,73617,16-04-1994,16-04-1995
10094,76830,16-04-1995,15-04-1996
10094,80759,15-04-1996,15-04-1997
10094,85225,15-04-1997,08-11-1997
10095,63668,10-03-1994,10-03-1995
10095,65982,10-03-1995,09-03-1996
10095,66404,09-03-1996,09-03-1997
10095,67641,09-03-1997,09-03-1998
10095,70079,09-03-1998,09-03-1999
10095,72169,09-03-1999,08-03-2000
10095,74387,08-03-2000,08-03-2001
10095,76900,08-03-2001,08-03-2002
10095,80955,08-03-2002,01-01-9999
10096,61395,23-01-1999,23-01-2000
10096,63811,23-01-2000,22-01-2001
10096,65962,22-01-2001,22-01-2002
10096,68612,22-01-2002,01-01-9999
10097,44886,15-09-1990,15-09-1991
10097,47987,15-09-1991,14-09-1992
10097,50406,14-09-1992,14-09-1993
10097,51981,14-09-1993,14-09-1994
10097,53075,14-09-1994,14-09-1995
10097,53699,14-09-1995,13-09-1996
10097,56903,13-09-1996,13-09-1997
10097,59339,13-09-1997,13-09-1998
10097,62690,13-09-1998,13-09-1999
10097,65841,13-09-1999,12-09-2000
10097,67846,12-09-2000,12-09-2001
10097,70161,12-09-2001,01-01-9999
10098,40000,13-05-1985,13-05-1986
10098,41426,13-05-1986,13-05-1987
10098,45147,13-05-1987,12-05-1988
10098,48625,12-05-1988,12-05-1989
10098,49228,12-05-1989,12-05-1990
10098,51404,12-05-1990,12-05-1991
10098,53646,12-05-1991,11-05-1992
10098,56202,11-05-1992,11-12-1992
10099,68781,18-10-1988,18-10-1989
10099,70711,18-10-1989,18-10-1990
10099,75094,18-10-1990,18-10-1991
10099,78490,18-10-1991,17-10-1992
10099,81154,17-10-1992,17-10-1993
10099,81480,17-10-1993,17-10-1994
10099,85032,17-10-1994,17-10-1995
10099,84698,17-10-1995,16-10-1996
10099,86038,16-10-1996,16-10-1997
10099,86212,16-10-1997,16-10-1998
10099,89257,16-10-1998,16-10-1999
10099,93297,16-10-1999,15-10-2000
10099,95842,15-10-2000,15-10-2001
10099,98538,15-10-2001,01-01-9999
10100,54398,21-09-1987,20-09-1988
10100,55586,20-09-1988,20-09-1989
10100,57195,20-09-1989,20-09-1990
10100,58209,20-09-1990,20-09-1991
10100,57770,20-09-1991,19-09-1992
10100,59188,19-09-1992,19-09-1993
10100,60763,19-09-1993,19-09-1994
10100,64797,19-09-1994,19-09-1995
10100,68037,19-09-1995,18-09-1996
10100,69404,18-09-1996,18-09-1997
10100,70575,18-09-1997,18-09-1998
10100,70464,18-09-1998,18-09-1999
10100,72343,18-09-1999,17-09-2000
10100,74365,17-09-2000,17-09-2001
10100,74957,17-09-2001,01-01-9999
10101,66591,14-10-1998,14-10-1999
